SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,CORDS_TO_GREEN_TONS,MBF_TO_GREEN_TONS,DRYWT_TO_GREENWT_CONVERSION
6231,BATO,St. Thomas tree,Bauhinia,tomentosa,NA,NA,2.96,5.92,1.76
6232,BAVA,mountain ebony,Bauhinia,variegata,NA,NA,2.96,5.92,1.76
6233,BEPE,slugwood,Beilschmiedia,pendula,NA,NA,2.96,5.92,1.76
6235,BEDI2,Caribbean myrtlecroton,Bernardia,dichotoma,NA,NA,2.96,5.92,1.76
6236,BIJA,Javanese bishopwood,Bischofia,javanica,NA,NA,1.66,3.32,1.76
6237,BISCH,bishopwood,Bischofia,spp.,NA,NA,1.62,3.24,1.76
6238,BIOR,lipsticktree,Bixa,orellana,NA,NA,2.96,5.92,1.76
6239,BIXA,bixa,Bixa,spp.,NA,NA,0.9,1.8,1.76
6240,BLSA2,akee,Blighia,sapida,NA,NA,2.96,5.92,1.76
6242,BOBR3,akupa,Bobea,brevipes,NA,NA,1.83,3.66,1.76
6243,BOEL3,ahakea lau nui,Bobea,elatior,NA,NA,1.83,3.66,1.76
6244,BOSA2,Hawaii dogweed,Bobea,sandwicensis,NA,NA,1.83,3.66,1.76
6245,BOBEA,ahakea,Bobea,spp.,NA,NA,1.83,3.66,1.76
6246,BOTI,ahakea,Bobea,timonioides,NA,NA,1.83,3.66,1.76
6247,BOFR2,parrotweed,Bocconia,frutescens,NA,NA,2.96,5.92,1.76
6248,BOCCO,bocconia,Bocconia,spp.,NA,NA,1.4,2.8,1.76
6250,BOVI7,virgata,Boehmeria,virgata,NA,NA,1.02,2.04,1.76
6251,BODA,white alling,Bontia,daphnoides,NA,NA,2.96,5.92,1.76
6252,BABL,bauhinia,Bauhinia,x blakeana,NA,NA,2.96,5.92,1.76
6253,BORA2,Bourreria radula,Bourreria,radula,NA,NA,2.96,5.92,1.76
6255,BOSU2,bodywood,Bourreria,succulenta,NA,NA,2.96,5.92,1.76
6257,BOVI2,roble de guayo,Bourreria,virgata,NA,NA,2.96,5.92,1.76
6258,BRDI6,pink flame tree,Brachychiton,discolor,NA,NA,2.96,5.92,1.76
6259,BRPO6,whiteflower kurrajong,Brachychiton,populneum,NA,NA,2.96,5.92,1.76
6260,BRAR6,kanawao,Broussaisia,arguta,NA,NA,0.59,1.18,1.76
6262,BRPA4,paper mulberry,Broussonetia,papyrifera,NA,NA,0.94,1.88,1.76
6264,BRCA12,angels-trumpet,Brugmansia,candida,NA,NA,1.24,2.48,1.76
6266,BRGY3,Oriental mangrove,Bruguiera,gymnorhiza,NA,NA,2.08,4.16,1.76
6267,BRPA15,smallflower bruguiera,Bruguiera,parviflora,NA,NA,2.08,4.16,1.76
6268,BRSE11,Oriental mangrove,Bruguiera,sexangula,NA,NA,2.08,4.16,1.76
6269,BRUGU,bruguiera,Bruguiera,spp.,NA,NA,2.14,4.28,1.76
6270,BRCO6,West Indian sumac,Brunellia,comocladiifolia,NA,NA,2.96,5.92,1.76
6272,BRAM4,American brunfelsia,Brunfelsia,americana,NA,NA,2.96,5.92,1.76
6273,BRDE4,Serpentine Hill raintree,Brunfelsia,densifolia,NA,NA,2.96,5.92,1.76
6274,BRLA5,vega blanca,Brunfelsia,lactea,NA,NA,2.96,5.92,1.76
6275,BRPO3,Puerto Rico raintree,Brunfelsia,portoricensis,NA,NA,2.96,5.92,1.76
6277,BUEN,omail,Buchanania,engleriana,NA,NA,1.15,2.3,1.76
6278,BUME4,gasu,Buchanania,merrillii,NA,NA,1.15,2.3,1.76
6279,BUPA16,"omail, deuachel",Buchanania,palawensis,NA,NA,1.15,2.3,1.76
6280,BUCHA,Buchanania,Buchanania,spp.,NA,NA,1.15,2.3,1.76
6283,BUTE4,fourleaf buchenavia,Buchenavia,tetraphylla,NA,NA,2.96,5.92,1.76
6284,BUBU,gregorywood,Bucida,buceras,NA,NA,2.96,5.92,1.76
6286,BUAS,dogtail,Buddleja,asiatica,NA,NA,0.79,1.58,1.76
6294,BUGL2,cafe falso,Bunchosia,glandulifera,NA,NA,2.96,5.92,1.76
6295,BUGL,cafe forastero,Bunchosia,glandulosa,NA,NA,2.96,5.92,1.76
6297,BUPO5,Bunchosia polystachia,Bunchosia,polystachia,NA,NA,2.96,5.92,1.76
6299,BURI3,Burckella richii,Burckella,richii,NA,NA,1.4,2.8,1.76
6303,BULA10,Buxus laevigata,Buxus,laevigata,NA,NA,2.96,5.92,1.76
6304,BUPO,Puerto Rico box,Buxus,portoricensis,NA,NA,2.96,5.92,1.76
6306,BUVA,Vahl's box,Buxus,vahlii,NA,NA,2.96,5.92,1.76
6308,BYCR,maricao cimun,Byrsonima,crassifolia,NA,NA,2.96,5.92,1.76
6311,BYLU,Long Key locustberry,Byrsonima,lucida,NA,NA,2.96,5.92,1.76
6313,BYSP,doncella,Byrsonima,spicata,NA,NA,2.96,5.92,1.76
6315,BYWA,almendrillo,Byrsonima,wadsworthii,NA,NA,2.96,5.92,1.76
6316,CAESA,nicker,Caesalpinia,spp.,NA,NA,2.96,5.92,1.76
6317,CACO28,divi divi,Caesalpinia,coriaria,NA,NA,2.96,5.92,1.76
6318,CAKA5,uhiuhi,Caesalpinia,kavaiensis,NA,NA,2.71,5.42,1.76
6319,CAPU13,pride-of-Barbados,Caesalpinia,pulcherrima,NA,NA,2.96,5.92,1.76
6320,CASA28,sappanwood,Caesalpinia,sappan,NA,NA,2.96,5.92,1.76
6325,CASU33,Surinamese stickpea,Calliandra,surinamensis,NA,NA,2.96,5.92,1.76
6326,CAAM14,caparosa,Callicarpa,ampla,NA,NA,2.96,5.92,1.76
6328,CACI15,crimson bottlebrush,Callistemon,citrinus,NA,NA,2.96,5.92,1.76
6329,CAVI23,weeping bottlebrush,Callistemon,viminalis,NA,NA,2.96,5.92,1.76
6331,CACO2,Callitris columellaris,Callitris,columellaris,NA,NA,2.29,4.58,1.74
6337,CAEC2,Caloncoba echinata,Caloncoba,echinata,NA,NA,2.96,5.92,1.76
6338,CAAN22,Antilles calophyllum,Calophyllum,antillanum,NA,NA,2.96,5.92,1.76
6341,CAIN4,Alexandrian laurel,Calophyllum,inophyllum,NA,NA,2.96,5.92,1.76
6342,CANE31,tamanu,Calophyllum,neo-ebudicum,NA,NA,1.4,2.8,1.76
6343,CAPE15,chesemolech,Calophyllum,pelewense,NA,NA,1.6,3.2,1.76
6344,CASO12,"olebtaches, chesemolech",Calophyllum,soulattri,NA,NA,1.21,2.42,1.76
6345,CALOP,calophyllum,Calophyllum,spp.,NA,NA,1.6,3.2,1.76
6346,CAPR,roostertree,Calotropis,procera,NA,NA,2.96,5.92,1.76
6347,CALOT,calotropis,Calotropis,spp.,NA,NA,1.4,2.8,1.76
6350,CACA73,degame,Calycophyllum,candidissimum,NA,NA,2.96,5.92,1.76
6351,CAKI,Kiaerskov's lidflower,Calyptranthes,kiaerskovii,NA,NA,2.96,5.92,1.76
6352,CAKR,limoncillo,Calyptranthes,krugii,NA,NA,2.96,5.92,1.76
6353,CALU12,Luquillo forest lidflower,Calyptranthes,luquillensis,NA,NA,2.96,5.92,1.76
6354,CAPA8,pale lidflower,Calyptranthes,pallens,NA,NA,2.96,5.92,1.76
6355,CAPO9,Puerto Rico lidflower,Calyptranthes,portoricensis,NA,NA,2.96,5.92,1.76
6356,CASI8,limoncillo de monte,Calyptranthes,sintenisii,NA,NA,2.96,5.92,1.76
6358,CATH3,Thomas' lidflower,Calyptranthes,thomasiana,NA,NA,2.96,5.92,1.76
6359,CAZU,myrtle of the river,Calyptranthes,zuzygium,NA,NA,2.96,5.92,1.76
6360,CARI3,Puerto Rico manac,Calyptronoma,rivalis,NA,NA,2.96,5.92,1.76
6366,CABR18,"kelela charm, kiu",Campnosperma,brevipetiolatum,NA,NA,1.04,2.08,1.76
6367,CABR42,Campnosperma brevipetiolata,Campnosperma,brevipetiolata,NA,NA,1.04,2.08,1.76
6370,CAOD,ilang-ilang,Cananga,odorata,NA,NA,2.96,5.92,1.76
6372,CAHA39,mafoa,Canarium,mafoa,NA,NA,1.38,2.76,1.76
6373,CAHI14,mesecheues,Canarium,hirsutum,NA,NA,1.38,2.76,1.76
6374,CAIN42,lukerr,Canarium,indicum,NA,NA,1.57,3.14,1.76
6375,CAOV7,Pili Nut,Canarium,ovatum,NA,NA,1.38,2.76,1.76
6377,CANAR2,Canarium,Canarium,spp.,NA,NA,1.38,2.76,1.76
6378,CAVI26,maali,Canarium,vitiense,NA,NA,1.52,3.04,1.76
6379,CAVU9,Canarium vulgare,Canarium,vulgare,NA,NA,1.24,2.48,2
6380,CAWI,wild cinnamon,Canella,winterana,NA,NA,2.96,5.92,1.76
6381,CAME35,Olasina,Psydrax,merrillii,NA,NA,2.03,4.06,1.76
6383,CAAM13,burro blanco,Capparis,amplissima,NA,NA,2.96,5.92,1.76
6384,CABA2,caper,Capparis,baducca,NA,NA,2.96,5.92,1.76
6386,CACY,Jamaican caper,Capparis,cynophallophora,NA,NA,2.96,5.92,1.76
6387,CAFL2,falseteeth,Capparis,flexuosa,NA,NA,2.96,5.92,1.76
6389,CAHA9,broadleaf caper,Capparis,hastata,NA,NA,2.96,5.92,1.76
6390,CAIN5,linguam,Capparis,indica,NA,NA,2.96,5.92,1.76
6393,CAGU6,crabwood,Carapa,guianensis,NA,NA,2.96,5.92,1.76
6395,CAPA23,papaya,Carica,papaya,NA,NA,2.96,5.92,1.76
6396,CARIC,papaya,Carica,spp.,NA,NA,0.45,0.9,1.76
6397,CARE22,scorpionbush,Carmona,retusa,NA,NA,1.4,2.8,1.76
6398,CARMO,scorpionbush,Carmona,spp.,NA,NA,1.4,2.8,1.76
6399,CAMI36,fish tail palm,Caryota,mitis,NA,NA,1.35,2.7,1.76
6400,CARYO,Caryota,Caryota,spp.,NA,NA,1.35,2.7,1.76
6401,CAUR3,fishtail palm,Caryota,urens,NA,NA,1.35,2.7,1.76
6402,CAAC3,rabo de ranton,Casearia,aculeata,NA,NA,2.96,5.92,1.76
6403,CAAR8,gia verde,Casearia,arborea,NA,NA,2.96,5.92,1.76
6405,CACA28,keuert,Casearia,cauliflora,NA,NA,1.74,3.48,1.76
6406,CADE11,wild honeytree,Casearia,decandra,NA,NA,2.96,5.92,1.76
6407,CAGU2,Guyanese wild coffee,Casearia,guianensis,NA,NA,2.96,5.92,1.76
6408,CASEA,Casearia,Casearia,spp.,NA,NA,1.74,3.48,1.76
6410,CASY2,crackopen,Casearia,sylvestris,NA,NA,2.96,5.92,1.76
6415,CAFI3,golden shower,Cassia,fistula,NA,NA,2.96,5.92,1.76
6417,CAGR11,pink shower,Cassia,grandis,NA,NA,2.96,5.92,1.76
6418,CAJA3,apple blossom,Cassia,javanica,NA,NA,2.96,5.92,1.76
6419,CALE49,gold medallion tree,Cassia,leptophylla,NA,NA,2.96,5.92,1.76
6420,CASI4,kassod tree,Cassia,siamea,NA,NA,1.69,3.38,1.76
6422,CASSI,Cassia,Cassia,spp.,NA,NA,1.99,3.98,1.76
6425,CAXY,marbletree,Cassine,xylocarpa,NA,NA,2.96,5.92,1.76
6427,CAGU3,goatwood,Cassipourea,guianensis,NA,NA,2.96,5.92,1.76
6429,CAER3,goatbush,Castela,erecta,NA,NA,2.96,5.92,1.76
6430,CAEL5,Panama rubbertree,Castilla,elastica,NA,NA,2.96,5.92,1.76
6433,CACU8,river sheoak,Casuarina,cunninghamiana,NA,NA,2.96,5.92,1.76
6434,CAEQ,beach sheoak,Casuarina,equisetifolia,NA,NA,2.96,5.92,1.76
6437,CALI8,"gagu,australian pine",Casuarina,litorea,NA,NA,2.32,4.64,1.76
6439,CALO8,Haitian catalpa,Catalpa,longissima,NA,NA,2.96,5.92,1.76
6441,CEOB,trumpet tree,Cecropia,obtusifolia,NA,NA,0.65,1.3,1.76
6443,CESC9,pumpwood,Cecropia,schreberiana,NA,NA,2.96,5.92,1.76
6444,CECRO,pumpwood,Cecropia,spp.,NA,NA,0.92,1.84,1.76
6445,CEOD,Spanish cedar,Cedrela,odorata,NA,NA,2.96,5.92,1.76
6447,CEAC4,pochote,Ceiba,acuminata,NA,NA,2.96,5.92,1.76
6448,CEAE2,pochote,Ceiba,aesculifolia,NA,NA,2.96,5.92,1.76
6449,CEPE2,kapoktree,Ceiba,pentandra,NA,NA,2.96,5.92,1.76
6452,CEPA6,Celtis paniculata,Celtis,paniculata,NA,NA,1.4,2.8,1.76
6454,CETR3,almex,Celtis,trinervia,NA,NA,2.96,5.92,1.76
6457,CESI3,St. John's bread,Ceratonia,siliqua,NA,NA,2.96,5.92,1.76
6458,CESI8,Chinese hackberry,Celtis,sinensis,NA,NA,2.65,5.3,1.67
6459,CEDI12,chuti,Cerbera,dilatata,NA,NA,1.07,2.14,1.76
6460,CEFL2,emeridech,Cerbera,floribunda,NA,NA,1.09,2.18,1.76
6461,CEMA20,leva,Cerbera,manghas,NA,NA,1.07,2.14,1.76
6462,CEOD2,chiute,Cerbera,odollam,NA,NA,0.79,1.58,1.76
6463,CERBE,Cerbera spp.,Cerbera,spp.,NA,NA,1.07,2.14,1.76
6468,CEHE3,lady of the night cactus,Cereus,hexagonus,NA,NA,2.96,5.92,1.76
6469,CEHI3,Cereus hildmannianus,Cereus,hildmannianus,NA,NA,2.96,5.92,1.76
6470,CEREU,sweetpotato cactus,Cereus,spp.,NA,NA,1.52,3.04,1.76
6472,CETA2,biut,Ceriops,tagal,NA,NA,2.19,4.38,1.76
6473,CEAU2,orange jessamine,Cestrum,aurantiacum,NA,NA,1.24,2.48,1.76
6474,CEDI6,day jessamine,Cestrum,diurnum,NA,NA,2.96,5.92,1.76
6475,CELA2,galen del monte,Cestrum,laurifolium,NA,NA,2.96,5.92,1.76
6477,CENO,night jessamine,Cestrum,nocturnum,NA,NA,2.96,5.92,1.76
6478,CESTR,jessamine,Cestrum,spp.,NA,NA,1.24,2.48,1.76
6480,CHHU7,European fan palm,Chamaerops,humilis,NA,NA,2.96,5.92,1.76
6481,CHAR8,jointed sandmat,Chamaesyce,articulata,NA,NA,2.96,5.92,1.76
6482,CHAT2,koko,Chamaesyce,atrococca,NA,NA,1.35,2.7,1.76
6483,CHCE,ekoko,Chamaesyce,celastroides,NA,NA,1.35,2.7,1.76
6492,CHHE3,Herbsts sandmat,Chamaesyce,herbstii,NA,NA,1.35,2.7,1.76
6493,CHKU,kokomalei,Chamaesyce,kuwaleana,NA,NA,1.35,2.7,1.76
6494,CHOL3,alpine sandmat,Chamaesyce,olowaluana,NA,NA,1.35,2.7,1.76
6495,CHRO2,Koolau Range sandmat,Chamaesyce,rockii,NA,NA,1.35,2.7,1.76
6496,CHAMA15,sandmat,Chamaesyce,spp.,NA,NA,1.35,2.7,1.76
6497,CHDE3,Napali coast papala,Charpentiera,densiflora,NA,NA,1.35,2.7,1.76
6498,CHEL,ellipticleaf papala,Charpentiera,elliptica,NA,NA,1.35,2.7,1.76
6499,CHOB2,broadleaf papala,Charpentiera,obovata,NA,NA,1.35,2.7,1.76
6500,CHOV2,Koolau Range papala,Charpentiera,ovata,NA,NA,1.35,2.7,1.76
6503,CHARP,papala,Charpentiera,spp.,NA,NA,1.35,2.7,1.76
6504,CHTO3,Waianae Range papala,Charpentiera,tomentosa,NA,NA,1.35,2.7,1.76
6507,CHDO3,Domins club,Cheirodendron,dominii,NA,NA,1.32,2.64,1.76
6508,CHFA,Fauries club,Cheirodendron,fauriei,NA,NA,1.32,2.64,1.76
6509,CHFO4,olapa,Cheirodendron,forbesii,NA,NA,1.32,2.64,1.76
6510,CHPL,lapalapa,Cheirodendron,platyphyllum,NA,NA,1.32,2.64,1.76
6511,PEPA37,swamp bay,Persea,palustris,NA,NA,2.96,5.92,2
6513,CHEIR,cheirodendron,Cheirodendron,spp.,NA,NA,1.32,2.64,1.76
6514,CHTR2,olapalapa,Cheirodendron,trigynum,NA,NA,1.32,2.64,1.76
6517,CHOA,alaweo,Chenopodium,oahuense,NA,NA,1.4,2.8,1.76
6518,CHENO,goosefoot,Chenopodium,spp.,NA,NA,1.4,2.8,1.76
6519,CHAX2,hueso,Chionanthus,axilliflorus,NA,NA,2.96,5.92,1.76
6520,CHCO12,bridgotree,Chionanthus,compactus,NA,NA,2.96,5.92,1.76
6521,CHDO4,white rosewood,Chionanthus,domingensis,NA,NA,2.96,5.92,1.76
6522,CHHO4,hueso prieto,Chionanthus,holdridgei,NA,NA,2.96,5.92,1.76
6523,CHLI6,cabra blanca,Chionanthus,ligustrinus,NA,NA,2.96,5.92,1.76
6524,CHRE9,Chinese fringetree,Chionanthus,retusus,NA,NA,2.96,5.92,1.76
6525,CHVI22,vitiensis,Chionanthus,vitiensis,NA,NA,1.88,3.76,1.76
6526,CHSE5,puntaj jayuya,Chione,seminervis,NA,NA,2.96,5.92,1.76
6528,CHVE4,fatpork,Chione,venosa,NA,NA,2.96,5.92,1.76
6529,CHEX5,african teak,Chlorophora,excelsa,NA,NA,2.96,5.92,1.76
6532,CHSP13,silk-floss tree,Chorisia,speciosa,NA,NA,2.96,5.92,1.76
6535,CHIC,icaco coco plum,Chrysobalanus,icaco,NA,NA,2.96,5.92,1.76
6539,CHAR6,bastard redwood,Chrysophyllum,argenteum,NA,NA,2.96,5.92,1.76
6541,CHCA10,star apple,Chrysophyllum,cainito,NA,NA,2.96,5.92,1.76
6542,CHOL,satinleaf,Chrysophyllum,oliviforme,NA,NA,2.96,5.92,1.76
6543,CHPA31,camito de perro,Chrysophyllum,pauciflorum,NA,NA,2.96,5.92,1.76
6545,CIHE7,Hawaiian tree fern,Cibotium,x heleniae,NA,NA,0.59,1.18,1.76
6546,CICH,Chamissos manfern,Cibotium,chamissoi,NA,NA,0.53,1.06,1.76
6547,CIGL,hapuu,Cibotium,glaucum,NA,NA,0.62,1.24,1.76
6548,CIME8,hapuu li,Cibotium,menziesii,NA,NA,0.59,1.18,1.76
6549,CIBOT,manfern,Cibotium,spp.,NA,NA,0.59,1.18,1.76
6552,CIPU,quinine,Cinchona,pubescens,NA,NA,1.52,3.04,1.76
6553,CINCH,cinchona,Cinchona,spp.,NA,NA,1.52,3.04,1.76
6554,CIAR8,cassia,Cinnamomum,aromaticum,NA,NA,2.96,5.92,1.76
6555,CIBU2,Padang cassia,Cinnamomum,burmannii,NA,NA,1.29,2.58,1.76
6557,CICA2,ochod,Cinnamomum,carolinense,NA,NA,1.32,2.64,1.76
6559,CIEL2,laurel avispillo,Cinnamomum,elongatum,NA,NA,2.96,5.92,1.76
6560,CIMO3,avispillo,Cinnamomum,montanum,NA,NA,2.96,5.92,1.76
6561,CIPE6,ochod,Cinnamomum,pedatinervium,NA,NA,1.32,2.64,1.76
6562,CISE2,matieu,Cinnamomum,sessilifolium,NA,NA,1.32,2.64,1.76
6563,CINNA2,cinnamon,Cinnamomum,spp.,NA,NA,1.32,2.64,1.76
6564,CIVE2,cinnamon,Cinnamomum,verum,NA,NA,2.96,5.92,1.76
6565,CICA8,juniper berry,Citharexylum,caudatum,NA,NA,2.96,5.92,1.76
6567,CISP3,spiny fiddlewood,Citharexylum,spinosum,NA,NA,2.96,5.92,1.76
6568,CITHA,fiddlewood,Citharexylum,spp.,NA,NA,1.83,3.66,1.76
6569,CITR7,threespike fiddlewood,Citharexylum,tristachyum,NA,NA,2.96,5.92,1.76
6570,CISA2,samoensis,Citronella,samoensis,NA,NA,1.63,3.26,1.76
6572,CIAU,Lime (Tipolo),Citrus,aurantifolia,NA,NA,1.97,3.94,1.76
6573,CIAU7,key lime,Citrus,x aurantiifolia,NA,NA,2.96,5.92,2
6574,CIAU8,sour orange,Citrus,x aurantium,NA,NA,2.96,5.92,1.76
6575,CILI5,lemon,Citrus,x limon,NA,NA,2.96,5.92,1.76
6576,CIPA3,grapefruit,Citrus,x paradisi,NA,NA,2.96,5.92,1.76
6577,CISI3,sweet orange,Citrus,x sinensis,NA,NA,2.96,5.92,1.76
6578,CIGR,"grapefruit, kahet magas",Citrus,grandis,NA,NA,1.97,3.94,1.76
6579,CIHY2,limon china,Citrus,hystrix,NA,NA,1.97,3.94,1.76
6580,CIMA10,"kahet, wild orange",Citrus,macroptera,NA,NA,1.97,3.94,1.76
6581,CIMA5,Citrus maxima,Citrus,maxima,NA,NA,2.96,5.92,1.76
6582,CIME3,Citrus medica,Citrus,medica,NA,NA,2.96,5.92,1.76
6583,CIMI3,"calamondin, kingkang",Citrus,mitis,NA,NA,1.97,3.94,1.76
6584,CIRE3,Citrus reticulata,Citrus,reticulata,NA,NA,2.96,5.92,1.76
6586,CLCA15,koee,Claoxylon,carolinianum,NA,NA,0.98,1.96,1.76
6588,CLFA6,Claoxylon fallax,Claoxylon,fallax,NA,NA,0.98,1.96,1.76
6589,CLLO5,Claoxylon longiracemosum,Claoxylon,longiracemosum,NA,NA,0.98,1.96,1.76
6590,CLMA25,"katteknau, katot",Claoxylon,marianum,NA,NA,0.98,1.96,1.76
6591,CLSA,poola,Claoxylon,sandwicense,NA,NA,0.98,1.96,1.76
6592,CLAOX,claoxylon,Claoxylon,spp.,NA,NA,0.98,1.96,1.76
6593,CLCA18,Cleistanthus carolinianus,Cleistanthus,carolinianus,NA,NA,1.63,3.26,1.76
6594,CLIN8,Cleistanthus insularis,Cleistanthus,insularis,NA,NA,1.63,3.26,1.76
6595,CLEIS5,Cleistanthus,Cleistanthus,spp.,NA,NA,1.63,3.26,1.76
6596,CLLE3,oha wai nui Clermontia,Clermontia,x leptoclada,NA,NA,1.4,2.8,1.76
6597,CLAR4,oha wai nui,Clermontia,arborescens,NA,NA,1.4,2.8,1.76
6601,CLCL,Kauai clermontia,Clermontia,clermontioides,NA,NA,1.4,2.8,1.76
6604,CLDR2,Kohala Mountain clermontia,Clermontia,drepanomorpha,NA,NA,1.4,2.8,1.76
6605,CLFA,haha aiakamanu,Clermontia,fauriei,NA,NA,1.4,2.8,1.76
6606,CLGR3,bog clermontia,Clermontia,grandiflora,NA,NA,1.4,2.8,1.76
6610,CLHA4,oha kepau,Clermontia,hawaiiensis,NA,NA,1.4,2.8,1.76
6611,CLKA,forest clermontia,Clermontia,kakeana,NA,NA,1.4,2.8,1.76
6612,CLKO,Waipio Valley clermontia,Clermontia,kohalae,NA,NA,1.4,2.8,1.76
6613,CLLI3,hillside clermontia,Clermontia,lindseyana,NA,NA,1.4,2.8,1.76
6614,CLMI3,Maui clermontia,Clermontia,micrantha,NA,NA,1.4,2.8,1.76
6615,CLMO5,Mauna Loa clermontia,Clermontia,montis-loa,NA,NA,1.4,2.8,1.76
6616,CLOB2,Oahu clermontia,Clermontia,oblongifolia,NA,NA,1.4,2.8,1.76
6620,CLPA6,Wailai Pali clermontia,Clermontia,pallida,NA,NA,1.4,2.8,1.76
6621,CLPA8,smallflower clermontia,Clermontia,parviflora,NA,NA,1.4,2.8,1.76
6622,CLPE2,pele clermontia,Clermontia,peleana,NA,NA,1.4,2.8,1.76
6625,CLPE3,Waioiani clermontia,Clermontia,persicifolia,NA,NA,1.4,2.8,1.76
6626,CLPY2,Hamakua clermontia,Clermontia,pyrularia,NA,NA,1.4,2.8,1.76
6627,CLSI3,Clermontia singuliflora,Clermontia,singuliflora,NA,NA,1.4,2.8,1.76
6628,CLERM,clermontia,Clermontia,spp.,NA,NA,1.4,2.8,1.76
6629,CLTU2,Haleakala clermontia,Clermontia,tuberculata,NA,NA,1.4,2.8,1.76
6630,CLWA2,swampforest clermontia,Clermontia,waimeae,NA,NA,1.4,2.8,1.76
6631,CLAC2,haggarbush,Clerodendrum,aculeatum,NA,NA,2.96,5.92,1.76
6632,CLCH4,stickbush,Clerodendrum,chinense,NA,NA,1.52,3.04,1.76
6633,CLGL2,Natal glorybower,Clerodendrum,glabrum,NA,NA,1.71,3.42,1.76
6634,CLIN,turks turbin,Clerodendrum,indicum,NA,NA,1.52,3.04,1.76
6635,CLMA24,velvetleaf glorybower,Clerodendrum,macrostegium,NA,NA,1.52,3.04,1.76
6636,CLERO2,glorybower,Clerodendrum,spp.,NA,NA,1.52,3.04,1.76
6637,CLAL4,teta prieta,Cleyera,albopunctata,NA,NA,2.96,5.92,1.76
6639,CLER,jackass breadnut,Clibadium,erosum,NA,NA,2.96,5.92,1.76
6641,CLCY5,Clidemia cymosa,Clidemia,cymosa,NA,NA,2.96,5.92,1.76
6642,CLHI3,soapbush,Clidemia,hirta,NA,NA,2.96,5.92,1.76
6644,CLFA5,Philippine pigeonwings,Clitoria,fairchildiana,NA,NA,2.96,5.92,1.76
6645,CLCA21,"kiniyaw, ochop",Clinostigma,carolinense,NA,NA,2.96,5.92,1.76
6646,CLCL2,cupeillo,Clusia,clusioides,NA,NA,2.96,5.92,1.76
6648,CLGU,Grundlach's attorney,Clusia,gundlachii,NA,NA,2.96,5.92,1.76
6650,CLMI2,cupey de monte,Clusia,minor,NA,NA,2.96,5.92,1.76
6651,CLRO,Scotch attorney,Clusia,rosea,NA,NA,2.96,5.92,1.76
6652,CLUSI,attorney,Clusia,spp.,NA,NA,1.57,3.14,1.76
6653,CNHO,deepwoods fern,Cnemidaria,horrida,NA,NA,2.96,5.92,1.76
6655,CNAC,treadsoftly,Cnidoscolus,aconitifolius,NA,NA,2.96,5.92,1.76
6658,COCO8,uvilla,Coccoloba,costata,NA,NA,2.96,5.92,1.76
6660,COKR,whitewood,Coccoloba,krugii,NA,NA,2.96,5.92,1.76
6661,COMI,puckhout,Coccoloba,microstachya,NA,NA,2.96,5.92,1.76
6662,COPA24,pale seagrape,Coccoloba,pallida,NA,NA,2.96,5.92,1.76
6663,COPU,grandleaf seagrape,Coccoloba,pubescens,NA,NA,2.96,5.92,1.76
6664,COPY,uvera,Coccoloba,pyrifolia,NA,NA,2.96,5.92,1.76
6665,CORU4,ortegon,Coccoloba,rugosa,NA,NA,2.96,5.92,1.76
6666,COSI2,uvero de monte,Coccoloba,sintenisii,NA,NA,2.96,5.92,1.76
6668,COSW,Swartz's pigeonplum,Coccoloba,swartzii,NA,NA,2.96,5.92,1.76
6669,COTE9,Bahama pigeonplum,Coccoloba,tenuifolia,NA,NA,2.96,5.92,1.76
6670,COUV,seagrape,Coccoloba,uvifera,NA,NA,2.96,5.92,1.76
6671,COVE,false chiggergrape,Coccoloba,venosa,NA,NA,2.96,5.92,1.76
6673,COBA3,Coccothrinax barbadensis,Coccothrinax,barbadensis,NA,NA,2.96,5.92,1.76
6679,COVI,silk cottontree,Cochlospermum,vitifolium,NA,NA,2.96,5.92,1.76
6681,COCOS,coconut palm,Cocos,spp.,NA,NA,1.35,2.7,1.76
6683,COVA3,garden croton,Codiaeum,variegatum,NA,NA,2.96,5.92,1.76
6684,COAR2,Arabian coffee,Coffea,arabica,NA,NA,2.96,5.92,1.76
6685,CORO8,robusta coffee,Coffea,robusta,NA,NA,2.96,5.92,1.76
6686,COLI8,Coffea liberica,Coffea,liberica,NA,NA,2.96,5.92,1.76
6687,COFFE,coffee,Coffea,spp.,NA,NA,1.74,3.48,1.76
6688,COAR9,Cojoba arborea,Cojoba,arborea,NA,NA,2.96,5.92,1.76
6689,COAC4,abata cola,Cola,acuminata,NA,NA,2.96,5.92,1.76
6691,COSC13,"uab, chuchab",Colona,scabra,NA,NA,0.96,1.92,1.76
6693,COAR3,"greenheart, common snakebark",Colubrina,arborescens,NA,NA,2.96,5.92,1.76
6694,COAS3,Asian nakedwood,Colubrina,asiatica,NA,NA,1.97,3.94,1.76
6696,PRLA5,cherry laurel,Prunus,laurocerasus,NA,NA,1.49,2.98,1.76
6697,COOP,kauila,Colubrina,oppositifolia,NA,NA,1.97,3.94,1.76
6699,COLUB,nakedwood,Colubrina,spp.,NA,NA,1.97,3.94,1.76
6700,COVE6,Urban's nakedwood,Colubrina,verrucosa,NA,NA,2.96,5.92,1.76
